,,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System
,,North Point,North Point,North Point,North Point,North Point,North Point,North Point,North Point,North Point,North Point,North Point,North Point,North Point,North Point,North Point,North Point
,,00018BD1,00018BD1,00018BD1,00018BD1,00018BD1,00018BD1,MET Station,MET Station,MET Station,MET Station,MET Station,MET Station,MET Station,MET Station,MET Station,EcoNet Battery
Date,Time,Temp,SpCond,Salinity,Depth,ODO Conc,ODO%,Air Temp,BP,RH,Wind Dir,Wind Speed,Wind Speed Min,Wind Speed Max,Rain Fall,Hail Intensity,Battery
MM/dd/yyyy,HH:mm,C,mS/cm,ppt,ft,mg/L,%,F,inHg,%,Degrees,mph,MPH,MPH,in,Hits,V
6/4/2017,7:30,22.72,1.74,0.88,1.363,5.92,69,70.7,29.99,68.8,188,5.5,1.5,10.2,0,0,12.89
6/4/2017,7:45,22.79,1.741,0.88,1.363,5.94,69.3,71.6,29.99,67.4,190,5.1,0.7,9.5,0,0,13.04
6/4/2017,8:00,22.94,1.741,0.88,1.363,5.95,69.7,72.1,29.99,65,193,6.3,1.3,12.2,0,0,13.12
6/4/2017,8:15,23.02,1.74,0.88,1.364,6.15,72.1,73.2,29.99,60.8,170,7.5,2.6,15.1,0,0,13.99
6/4/2017,8:30,23.17,1.74,0.88,1.367,6.52,76.6,73.9,30,58.4,180,8.3,3.8,13.5,0,0,13.98
6/4/2017,8:45,23.36,1.741,0.88,1.359,6.61,78,74.1,29.99,54.2,192,7.2,1.2,13.4,0,0,13.98
6/4/2017,9:00,23.61,1.74,0.88,1.365,6.76,80.2,74.6,29.99,55.4,170,6.8,1.2,12.9,0,0,13.96
6/4/2017,9:15,23.83,1.738,0.88,1.363,6.93,82.5,75.2,29.99,54.7,175,6.9,1.4,12.4,0,0,13.94
6/4/2017,9:30,24,1.738,0.88,1.361,7.01,83.7,75.9,29.98,51.6,177,6,0.8,12.7,0,0,13.92
6/4/2017,9:45,24.28,1.737,0.88,1.364,7.46,89.6,75,29.98,53.4,141,9,3.8,13.6,0,0,13.92
6/4/2017,10:00,24.69,1.734,0.88,1.367,7.79,94.2,74.4,29.97,60.6,133,11.3,6.2,15.3,0,0,13.91
6/4/2017,10:15,24.91,1.733,0.87,1.365,7.91,96,74.6,29.97,58.8,135,12.2,9.1,15.6,0,0,13.91
6/4/2017,10:30,25.12,1.736,0.88,1.37,8.11,98.8,74.1,29.97,67.2,132,11.9,8.1,15.6,0,0,13.92
6/4/2017,10:45,25.66,1.741,0.88,1.366,8.56,105.4,73.7,29.96,69.3,129,11.9,8.3,15.2,0,0,13.92
6/4/2017,11:00,26.09,1.743,0.88,1.369,8.8,109.1,73.5,29.96,71.3,137,12.8,8,15.7,0,0,13.94
6/4/2017,11:15,26.66,1.747,0.88,1.374,9.16,114.7,73.5,29.94,73.4,141,13.8,9.5,19.5,0,0,13.94
6/4/2017,11:30,26.97,1.749,0.88,1.369,9,113.4,73.7,29.94,71.6,146,13.6,9.9,18.4,0,0,13.94
6/4/2017,11:45,27.31,1.747,0.88,1.369,9.04,114.7,73.9,29.94,71.9,144,14,8.3,18.1,0,0,13.96
6/4/2017,12:00,27.66,1.749,0.88,1.366,8.8,112.3,74.1,29.93,69.3,147,14.4,8.5,19.2,0,0,13.96
6/4/2017,12:15,27.87,1.747,0.88,1.372,8.97,114.9,74.4,29.92,70.5,146,13.8,9.5,18.6,0,0,13.96
6/4/2017,12:30,27.98,1.744,0.88,1.36,9.11,116.8,74.4,29.92,72.2,144,13.1,7.4,18.3,0.006,0,13.94
6/4/2017,12:45,28.18,1.741,0.87,1.363,8.92,114.8,74.6,29.91,72,146,13.1,8.5,18.4,0,0,13.96
6/4/2017,13:00,28.49,1.744,0.88,1.366,9,116.6,74.8,29.9,70.4,142,13.8,9,19.4,0,0,13.94
6/4/2017,13:15,28.49,1.744,0.88,1.363,9.03,116.9,75.3,29.89,69.7,145,13.8,9.6,18.9,0,0,13.94
6/4/2017,13:30,28.71,1.743,0.88,1.367,9.3,120.8,74.8,29.89,69,141,13.6,6.4,20,0,0,13.93
6/4/2017,13:45,29.01,1.745,0.88,1.365,9.31,121.7,75.3,29.88,70.7,141,13,6.2,19.5,0,0,13.92
6/4/2017,14:00,29.26,1.745,0.88,1.365,9.24,121.2,75.3,29.88,68.3,145,14.2,10.2,18.6,0.002,0,13.93
6/4/2017,14:15,29.12,1.744,0.88,1.364,9.24,120.9,75.3,29.87,70.9,147,14.7,10.3,19.6,0,0,13.92
6/4/2017,14:30,29.16,1.747,0.88,1.359,9.48,124.2,75.5,29.87,68.1,145,14.1,9.9,19.2,0,0,13.91
6/4/2017,14:45,29.4,1.746,0.88,1.364,9.16,120.5,75.9,29.86,70.6,150,14.3,9.9,21,0,0,13.91
6/4/2017,15:00,29.88,1.742,0.87,1.359,9.35,124,75.9,29.85,68.7,152,14.3,8.7,19.3,0,0,13.91
6/4/2017,15:15,29.92,1.741,0.87,1.363,9.31,123.6,76.6,29.85,65.1,151,13.4,8.9,17.6,0,0,13.9
6/4/2017,15:30,30.23,1.743,0.87,1.371,9.51,126.9,76.2,29.84,65.9,147,15.1,11.2,19.9,0,0,13.9
6/4/2017,15:45,30.27,1.749,0.88,1.354,9.57,127.8,76.2,29.84,65.3,149,14,9.6,19,0,0,13.9
6/4/2017,16:00,30.01,1.745,0.87,1.36,9.36,124.4,76.4,29.84,67.5,147,15,11,19.6,0,0,13.9
6/4/2017,16:15,29.92,1.746,0.87,1.355,9.29,123.4,77,29.84,67.4,149,13.6,9.4,19.1,0,0,13.9
6/4/2017,16:30,29.92,1.746,0.87,1.363,9.24,122.6,77,29.84,63.5,152,14.7,10.4,20.7,0,0,13.84
6/4/2017,16:45,29.82,1.746,0.87,1.359,9.2,122,77,29.83,64.9,151,14.9,9.7,22.6,0,0,13.76
6/4/2017,17:00,29.62,1.743,0.87,1.361,9.01,119,77.3,29.82,62.1,153,14.8,10.3,20.1,0,0,13.63
6/4/2017,17:15,29.42,1.741,0.87,1.368,8.88,116.8,77.9,29.82,62.1,158,16,9.9,21.6,0,0,13.6
6/4/2017,17:30,29.23,1.737,0.87,1.36,8.69,114,78.2,29.82,64,160,15.3,9.9,21.5,0,0,13.58
6/4/2017,17:45,29.18,1.735,0.87,1.362,8.68,113.7,78.4,29.83,64.3,160,16,10.1,21,0,0,13.39
6/4/2017,18:00,29.06,1.74,0.87,1.364,8.75,114.4,78,29.83,65.9,161,15.9,11,22.8,0,0,13.04
6/4/2017,18:15,28.87,1.736,0.87,1.361,8.44,110,77.9,29.83,64.3,161,15.2,10.2,22.1,0,0,12.66
6/4/2017,18:30,28.72,1.736,0.87,1.367,8.24,107.1,77.3,29.83,67.4,160,15.2,10,20.8,0,0,12.42
6/4/2017,18:45,28.59,1.735,0.87,1.358,8.14,105.5,76.6,29.83,69.8,161,13.4,9.4,19.8,0,0,12.26
6/4/2017,19:00,28.43,1.733,0.87,1.349,8,103.5,76.4,29.83,70.8,164,10.1,6.9,16,0,0,12.35
6/4/2017,19:15,28.31,1.735,0.87,1.351,7.75,100,76.2,29.83,70.6,166,10.2,6.7,13.8,0,0,12.28
6/4/2017,19:30,28.21,1.735,0.87,1.349,7.79,100.4,76.1,29.83,71.9,169,9.2,5.7,12.2,0,0,12.3
6/4/2017,19:45,28.12,1.737,0.87,1.347,7.54,96.9,75.9,29.84,69.5,169,7,4.3,10.3,0,0,12.31
6/4/2017,20:00,27.96,1.739,0.87,1.346,7.29,93.5,76.2,29.84,67.4,172,6.6,3.9,9.5,0,0,12.31
6/4/2017,20:15,27.83,1.74,0.87,1.345,7.25,92.7,76.2,29.83,63.4,177,7.1,4.9,10.9,0,0,12.3
6/4/2017,20:30,27.73,1.744,0.88,1.346,7.28,93,76.2,29.83,64.4,178,6.7,4.4,9.6,0,0,12.3
6/4/2017,20:45,27.59,1.743,0.88,1.344,7.23,92.1,76.2,29.82,64.2,175,6.7,4.1,10.5,0,0,12.3
6/4/2017,21:00,27.41,1.742,0.88,1.345,6.9,87.6,75.9,29.82,66.7,173,6.5,4.4,10.2,0,0,12.22
6/4/2017,21:15,27.18,1.74,0.88,1.344,6.83,86.4,75.3,29.82,68,181,5.4,3.3,7.6,0,0,12.28
6/4/2017,21:30,27.05,1.739,0.88,1.344,6.72,84.8,74.8,29.81,68.9,178,5.1,3.7,7.5,0,0,12.25
6/4/2017,21:45,26.97,1.743,0.88,1.345,6.62,83.5,74.6,29.81,70.9,174,4.8,3.1,6.6,0,0,12.28
6/4/2017,22:00,26.88,1.746,0.88,1.343,6.81,85.7,74.6,29.8,71.1,177,4.2,2.6,6.4,0,0,12.26
6/4/2017,22:15,26.8,1.744,0.88,1.343,6.59,82.8,75.3,29.81,69.7,174,5.2,2.7,9.7,0,0,12.28
6/4/2017,22:30,26.69,1.748,0.88,1.344,6.55,82.1,75.7,29.81,69.7,166,5.4,2.7,7.8,0,0,12.25
6/4/2017,22:45,26.57,1.75,0.88,1.344,6.53,81.7,75.7,29.81,68.8,165,5.6,3.4,9,0,0,12.24
6/4/2017,23:00,26.43,1.745,0.88,1.343,6.51,81.3,75.9,29.81,68.6,165,6.2,3.1,11.2,0,0,12.23
6/4/2017,23:15,26.29,1.749,0.88,1.344,6.48,80.7,75.7,29.8,67.8,172,5.4,2.9,9.6,0,0,12.24
6/4/2017,23:30,26.17,1.747,0.88,1.343,6.43,79.9,75.5,29.8,67.3,173,5.5,1.9,10.3,0,0,12.24
6/4/2017,23:45,26.06,1.748,0.88,1.346,6.33,78.5,75.2,29.8,68.1,174,5.8,2.2,9.9,0,0,12.23
6/5/2017,0:00,25.98,1.748,0.88,1.343,6.31,78.1,75.2,29.8,67.7,178,5.6,1.2,10.9,0,0,12.23
6/5/2017,0:15,25.88,1.754,0.88,1.346,6.21,76.7,74.6,29.8,68.1,211,4,1.1,8.7,0.011,0,12.23
6/5/2017,0:30,25.77,1.756,0.89,1.343,6.15,75.9,74.4,29.79,67.2,0,0,0,0,0.011,0,12.23
6/5/2017,0:45,25.65,1.763,0.89,1.34,6.02,74.1,74.3,29.79,67.1,223,3.6,0.4,9.6,0.007,0,12.19
6/5/2017,1:00,25.52,1.766,0.89,1.342,5.89,72.3,74.1,29.79,66.8,213,4.5,0.6,12.2,0.004,0,12.2
6/5/2017,1:15,25.41,1.769,0.89,1.342,5.88,72.1,73.9,29.79,66.9,216,2.9,0.3,9.9,0.008,0,12.2
6/5/2017,1:30,25.32,1.769,0.89,1.342,5.83,71.3,73.7,29.78,67.2,0,0,0,0,0.002,0,12.2
6/5/2017,1:45,25.22,1.776,0.9,1.34,5.67,69.2,73.5,29.78,67.9,326,2.5,0.4,19.4,0.001,0,12.19
6/5/2017,2:00,25.14,1.776,0.9,1.337,5.5,67,73.4,29.77,68.7,320,2.5,0.6,9.6,0.005,0,12.19
6/5/2017,2:15,25.05,1.779,0.9,1.342,5.5,66.9,73.2,29.77,69.9,306,2.9,0.4,12.2,0.009,0,12.19
6/5/2017,2:30,24.97,1.78,0.9,1.344,5.52,67.1,73,29.76,70.4,0,0,0,0,0,0,12.18
6/5/2017,2:45,24.88,1.777,0.9,1.342,5.54,67.3,73,29.75,71.2,0,0,0,0,0.004,0,12.18
6/5/2017,3:00,24.8,1.783,0.9,1.339,5.45,66.1,73.2,29.75,71.8,205,6.2,1.1,17.2,0.002,0,12.18
6/5/2017,3:15,24.72,1.782,0.9,1.34,5.58,67.6,73,29.75,72.5,208,5.1,0.5,12.9,0.009,0,12.17
6/5/2017,3:30,24.63,1.783,0.9,1.339,5.46,65.9,73,29.74,73.3,199,5.7,1.5,11.3,0.003,0,12.16
6/5/2017,3:45,24.53,1.784,0.9,1.343,5.43,65.4,72.8,29.75,73.7,217,4.3,0.7,11.2,0.007,0,12.16
6/5/2017,4:00,24.45,1.78,0.9,1.342,5.29,63.7,72.6,29.75,74.4,218,5.6,1.7,12.1,0.005,0,12.16
6/5/2017,4:15,24.37,1.782,0.9,1.338,5.31,63.9,72.6,29.74,74.8,0,0,0,0,0.004,0,12.14
6/5/2017,4:30,24.31,1.782,0.9,1.339,5.33,64.1,72.6,29.74,74.7,204,6.6,1.4,13.9,0.005,0,12.14
6/5/2017,4:45,24.26,1.781,0.9,1.336,5.42,65.1,72.6,29.75,75.1,207,5.3,0.4,13.3,0,0,12.14
6/5/2017,5:00,24.21,1.778,0.9,1.339,5.4,64.7,72.8,29.75,75,207,5.5,1,12.9,0,0,12.16
6/5/2017,5:15,24.17,1.775,0.9,1.336,5.29,63.3,72.8,29.75,74.8,213,6.6,0.4,14,0,0,12.16
6/5/2017,5:30,24.13,1.772,0.9,1.336,5.31,63.6,72.8,29.75,75.4,209,5.6,1.1,11.6,0,0,12.16
6/5/2017,5:45,24.1,1.768,0.89,1.339,5.36,64.1,72.8,29.76,75.5,203,6.5,1.9,15.3,0,0,12.18
6/5/2017,6:00,24.06,1.765,0.89,1.341,5.23,62.5,73,29.76,75.6,201,6.7,1.2,13.2,0,0,12.18
6/5/2017,6:15,24.02,1.763,0.89,1.338,5.65,67.5,73,29.76,75.6,203,6.3,1,12.4,0,0,12.23
6/5/2017,6:30,23.99,1.758,0.89,1.338,5.45,65,73,29.76,75.6,201,7,1.3,14.3,0.001,0,12.19
6/5/2017,6:45,23.96,1.755,0.89,1.336,5.48,65.3,73.2,29.76,75.8,199,7.5,1.7,15.4,0,0,12.19
6/5/2017,7:00,23.93,1.755,0.89,1.336,5.64,67.2,73.4,29.76,75.1,205,7.2,0.7,15.5,0,0,12.23
6/5/2017,7:15,23.9,1.753,0.89,1.338,5.69,67.7,73.5,29.76,75.4,207,7.1,0.8,18.6,0.001,0,12.29
6/5/2017,7:30,23.88,1.752,0.89,1.334,5.71,68.1,73.5,29.76,75.1,213,7.1,0.8,20.2,0,0,12.24
6/5/2017,7:45,23.85,1.752,0.89,1.336,5.7,67.8,72.6,29.77,79.1,216,6.1,0.8,13.9,0.003,0,12.23
6/5/2017,8:00,23.82,1.749,0.88,1.338,5.73,68.2,71.7,29.77,82.5,205,6,1.1,13.8,0.028,0,12.2
6/5/2017,8:15,23.8,1.746,0.88,1.339,5.67,67.4,71.6,29.77,83.7,208,5.5,0.5,12.9,0.01,0,12.3
6/5/2017,8:30,23.79,1.742,0.88,1.339,5.62,66.8,71.4,29.77,84.9,198,5.6,0.5,14.1,0.008,0,12.32
6/5/2017,8:45,23.79,1.744,0.88,1.339,5.72,68.1,71.2,29.76,85.7,214,5.1,0.9,11.8,0.008,0,12.42
6/5/2017,9:00,23.8,1.744,0.88,1.336,5.82,69.2,71.2,29.77,85.4,216,5.3,1.6,10.4,0.013,0,12.55
6/5/2017,9:15,23.81,1.742,0.88,1.341,5.53,65.8,71.6,29.76,84.4,214,4.8,1.3,10.3,0.001,0,12.73
6/5/2017,9:30,23.87,1.737,0.88,1.342,5.63,67,71.7,29.76,84.4,205,5.5,2.1,9.9,0.002,0,12.76
6/5/2017,9:45,23.93,1.74,0.88,1.343,5.71,68,71.7,29.76,85.1,198,7.3,3.3,12.3,0.001,0,12.7
6/5/2017,10:00,23.96,1.738,0.88,1.347,6.16,73.4,71.2,29.76,84.7,198,8.4,3.8,13.9,0.007,0,12.65
6/5/2017,10:15,23.96,1.737,0.88,1.347,6.16,73.5,70.8,29.75,82.7,208,5.5,3.1,10.3,0.021,0,12.61
6/5/2017,10:30,23.97,1.738,0.88,1.349,5.96,71.1,70.3,29.75,81.5,220,4,1.5,8.1,0.019,0,12.66
6/5/2017,10:45,23.99,1.728,0.87,1.349,5.91,70.5,71.2,29.76,82.3,214,5.2,2.6,7.8,0.002,0,12.66
6/5/2017,11:00,24,1.729,0.87,1.346,5.78,69,71.4,29.76,84.2,204,4.5,1.2,9.7,0,0,12.54
6/5/2017,11:15,24,1.735,0.88,1.351,6.07,72.4,71.2,29.76,86.1,177,8,4.6,11.5,0,0,12.52
6/5/2017,11:30,23.99,1.733,0.88,1.349,6.12,73.1,71.6,29.75,86.2,166,9.7,5.8,15.5,0.007,0,12.78
6/5/2017,11:45,24.01,1.732,0.88,1.35,6.45,77.1,71.2,29.76,84.2,182,5.1,0.5,13.3,0.008,0,12.8
6/5/2017,12:00,24.04,1.731,0.87,1.347,6.36,76,70.8,29.76,82.4,208,2.1,0.2,6.3,0.014,0,12.78
6/5/2017,12:15,24.07,1.729,0.87,1.351,6.41,76.6,71,29.76,83.2,185,3.8,0.2,8.5,0.014,0,12.78
6/5/2017,12:30,24.12,1.732,0.87,1.352,6.45,77.2,71.2,29.75,84.7,196,3.2,0.4,7.6,0.006,0,12.73
6/5/2017,12:45,24.13,1.729,0.87,1.35,6.21,74.3,70.8,29.76,83.5,232,2.8,0.6,5.7,0.001,0,12.73
6/5/2017,13:00,24.15,1.729,0.87,1.351,6.25,74.9,70.8,29.75,81.8,244,1.4,0.2,4.5,0,0,12.77
6/5/2017,13:15,24.18,1.729,0.87,1.351,6.6,79,70.8,29.75,80.4,231,1.7,0.2,4.3,0.005,0,12.85
6/5/2017,13:30,24.2,1.729,0.87,1.351,6.64,79.6,70.7,29.73,77.5,294,2.7,0.7,5.2,0,0,12.83
6/5/2017,13:45,24.26,1.727,0.87,1.351,6.34,76,71.4,29.72,71.6,288,1.1,0.1,3.2,0,0,13.1
6/5/2017,14:00,24.31,1.727,0.87,1.353,6.73,80.8,71.7,29.71,73.6,170,2.8,0.2,7.8,0.001,0,13.39
6/5/2017,14:15,24.35,1.725,0.87,1.358,7.23,86.9,70.7,29.71,75.3,138,7.4,5.7,9.1,0,0,13.1
6/5/2017,14:30,24.44,1.724,0.87,1.358,7.49,90.1,70.5,29.71,74.4,138,7.3,5.4,9.6,0,0,13.02
6/5/2017,14:45,24.44,1.722,0.87,1.355,7.57,91.1,70.3,29.7,75.4,118,4.5,1.2,7.4,0,0,13.12
6/5/2017,15:00,24.48,1.723,0.87,1.351,7.63,91.8,70.7,29.7,73,25,1.8,0.3,3.1,0,0,14.02
6/5/2017,15:15,24.51,1.724,0.87,1.35,7.42,89.5,70.7,29.7,74,342,3.3,1.2,4.7,0,0,13.27
6/5/2017,15:30,24.58,1.724,0.87,1.351,7.33,88.4,70.8,29.7,74.4,11,2.5,1,7.4,0,0,13.32
6/5/2017,15:45,24.64,1.724,0.87,1.351,7.34,88.7,71,29.7,72.3,46,1.4,0.2,2.8,0.001,0,13.99
6/5/2017,16:00,24.68,1.724,0.87,1.351,7.25,87.6,71,29.69,73.5,62,2.1,0.2,3.2,0,0,13.08
6/5/2017,16:15,24.68,1.725,0.87,1.351,7.57,91.6,70.8,29.69,73.1,72,2.2,1.1,3.7,0,0,12.98
6/5/2017,16:30,24.69,1.723,0.87,1.352,7.37,89.1,70.7,29.68,73.5,91,3,1.9,4.9,0.001,0,12.97
6/5/2017,16:45,24.72,1.723,0.87,1.351,7.51,90.9,70.7,29.67,73,116,3,1.7,4.6,0,0,13.03
6/5/2017,17:00,24.76,1.723,0.87,1.351,7.57,91.6,70.8,29.66,74,123,4.1,2,6.6,0,0,12.96
6/5/2017,17:15,24.77,1.725,0.87,1.353,7.7,93.3,71,29.65,75.6,127,5.2,3.9,7.4,0,0,12.89
6/5/2017,17:30,24.76,1.724,0.87,1.351,7.73,93.6,71,29.65,76.1,120,3.8,1.9,5.6,0,0,12.94
6/5/2017,17:45,24.74,1.726,0.87,1.351,7.69,93.1,71,29.65,79.6,115,3.7,2.1,6.3,0,0,12.84
6/5/2017,18:00,24.72,1.727,0.87,1.351,7.61,92.1,70.8,29.66,82.4,132,4.4,2.7,6.1,0,0,12.67
6/5/2017,18:15,24.71,1.724,0.87,1.351,7.59,91.8,70.3,29.66,82.9,139,3.5,1.7,5.3,0,0,12.54
6/5/2017,18:30,24.64,1.726,0.87,1.351,7.52,90.8,70.5,29.66,83.9,137,2.4,0.9,5.1,0.014,0,12.43
6/5/2017,18:45,24.63,1.725,0.87,1.35,7.41,89.5,70.1,29.66,84.5,211,2.3,0.8,5.2,0.017,0,12.4
6/5/2017,19:00,24.6,1.725,0.87,1.35,7.46,90,69.6,29.66,85.8,213,2.8,2.1,3.7,0.002,0,12.36
6/5/2017,19:15,24.54,1.725,0.87,1.35,7.26,87.6,69.4,29.65,86.5,218,2.5,1.5,3.3,0,0,12.34
6/5/2017,19:30,24.5,1.726,0.87,1.35,7.29,87.9,69.2,29.65,86.5,245,1.5,0.3,2.3,0,0,12.34
6/5/2017,19:45,24.48,1.723,0.87,1.349,7.22,87,69.4,29.65,87.1,267,1.8,0.3,3,0,0,12.31
6/5/2017,20:00,24.45,1.725,0.87,1.349,7.13,85.9,69.2,29.66,87.1,251,1.6,0.2,3,0,0,12.31
6/5/2017,20:15,24.42,1.725,0.87,1.349,6.95,83.6,68.9,29.67,86.6,223,2.1,0.4,3.6,0,0,12.3
6/5/2017,20:30,24.39,1.725,0.87,1.349,6.88,82.8,68.7,29.66,86.7,249,1.9,0.5,3.3,0,0,12.3
6/5/2017,20:45,24.34,1.725,0.87,1.349,6.95,83.5,68.7,29.67,86.2,247,3,1.3,5.3,0,0,12.3
6/5/2017,21:00,24.29,1.726,0.87,1.35,6.85,82.2,68.9,29.67,86.4,228,2.5,1,3.7,0,0,12.29
6/5/2017,21:15,24.24,1.724,0.87,1.35,6.93,83.1,68.3,29.67,87.4,180,2.3,0.9,3.4,0,0,12.28
6/5/2017,21:30,24.17,1.723,0.87,1.349,6.88,82.4,68,29.67,87.9,209,1.7,0.3,3.2,0,0,12.28
6/5/2017,21:45,24.14,1.724,0.87,1.349,6.61,79.1,68.3,29.66,87.6,272,1.2,0.2,5.5,0,0,12.26
6/5/2017,22:00,24.11,1.723,0.87,1.351,6.57,78.6,68,29.66,87.7,0,0,0,0,0.009,0,12.26
6/5/2017,22:15,24.07,1.724,0.87,1.349,6.62,79.1,68.1,29.66,87.2,182,1.8,0.6,6.6,0.011,0,12.26
6/5/2017,22:30,24.04,1.723,0.87,1.349,6.56,78.4,68.3,29.66,87.2,209,1.9,1.1,4.1,0.006,0,12.25
6/5/2017,22:45,24,1.724,0.87,1.35,6.46,77.1,68.1,29.66,88.4,182,3,1.7,4.6,0,0,12.25
6/5/2017,23:00,23.92,1.724,0.87,1.35,6.44,76.8,68.1,29.66,88.6,186,3.7,2.5,5.4,0,0,12.23
6/5/2017,23:15,23.86,1.724,0.87,1.349,6.44,76.7,68.3,29.67,88.8,211,3.7,1,5.6,0,0,12.24
6/5/2017,23:30,23.79,1.724,0.87,1.349,6.34,75.4,68,29.67,88.7,228,3.8,1.1,5.9,0,0,12.24
6/5/2017,23:45,23.75,1.724,0.87,1.349,6.31,74.9,68,29.67,88.5,234,4.3,2,6.3,0,0,12.23
6/6/2017,0:00,23.72,1.724,0.87,1.349,6.18,73.3,67.6,29.67,88.5,252,3,1.2,5.2,0,0,12.23
6/6/2017,0:15,23.7,1.724,0.87,1.349,6.13,72.8,67.4,29.67,88.7,262,3,0.8,5.9,0,0,12.23
6/6/2017,0:30,23.64,1.725,0.87,1.348,6.07,72,67.4,29.66,88.4,252,4,2.3,6.1,0,0,12.23
6/6/2017,0:45,23.58,1.721,0.87,1.349,5.97,70.7,67.4,29.66,88.7,230,3.9,2.3,6.3,0,0,12.2
6/6/2017,1:00,23.46,1.727,0.87,1.349,6.34,74.9,67.2,29.66,88.5,230,3.3,0.4,5.6,0,0,12.2
6/6/2017,1:15,23.4,1.727,0.87,1.347,5.96,70.3,67.2,29.66,88.6,258,3,0.6,6.1,0,0,12.2
6/6/2017,1:30,23.33,1.727,0.87,1.349,5.86,69.1,66.9,29.65,88.7,227,2.7,0.7,5.3,0,0,12.19
6/6/2017,1:45,23.31,1.726,0.87,1.35,5.87,69.2,66.9,29.65,88.8,225,3.4,0.9,5.8,0,0,12.18
6/6/2017,2:00,23.3,1.727,0.87,1.348,5.78,68.1,66.9,29.65,88.9,270,2.5,0.4,4.8,0,0,12.19
6/6/2017,2:15,23.22,1.728,0.87,1.349,5.73,67.4,66.9,29.65,89.1,251,2.7,0.6,5.1,0,0,12.19
6/6/2017,2:30,23.18,1.73,0.88,1.348,5.51,64.8,67.1,29.65,89.2,248,3,0.7,5.5,0,0,12.18
6/6/2017,2:45,23.13,1.73,0.88,1.349,5.56,65.3,67.1,29.65,89.2,243,1.6,0.3,3,0,0,12.18
6/6/2017,3:00,23.07,1.729,0.87,1.35,5.48,64.3,66.9,29.65,89.1,221,2.1,0.9,3.2,0,0,12.18
6/6/2017,3:15,23.02,1.73,0.88,1.349,5.49,64.4,66.7,29.64,89.6,185,1.4,0.5,2.6,0,0,12.17
6/6/2017,3:30,22.96,1.732,0.88,1.35,5.59,65.5,66.3,29.64,89.8,163,2.1,1,3.2,0,0,12.16
6/6/2017,3:45,22.92,1.732,0.88,1.349,5.5,64.3,66.7,29.64,90.2,191,2.1,0.2,5.8,0,0,12.16
6/6/2017,4:00,22.86,1.732,0.88,1.348,5.43,63.5,66.9,29.64,90.2,196,2.7,0.5,6.7,0,0,12.16
6/6/2017,4:15,22.81,1.731,0.88,1.349,5.47,63.8,66.9,29.65,89.7,251,3.1,0.4,9.1,0,0,12.14
6/6/2017,4:30,22.74,1.733,0.88,1.347,5.33,62.1,67.1,29.65,88.1,272,4,0.5,10.6,0,0,12.14
6/6/2017,4:45,22.67,1.73,0.88,1.348,5.68,66.1,67.2,29.66,84.8,290,6.1,1.6,12.2,0,0,12.14
6/6/2017,5:00,22.63,1.731,0.88,1.345,5.37,62.5,67.2,29.67,84.4,299,6.3,2.3,11.1,0,0,12.14
6/6/2017,5:15,22.58,1.731,0.88,1.347,5.89,68.5,66.9,29.68,83.8,304,5.5,0.5,10,0,0,12.16
6/6/2017,5:30,22.55,1.728,0.87,1.345,5.87,68.2,67.2,29.68,81.9,305,9.5,4.9,15.4,0,0,12.23
6/6/2017,5:45,22.53,1.729,0.87,1.345,5.61,65.1,67.2,29.69,79.1,308,10.1,6.2,15.8,0,0,12.24
6/6/2017,6:00,22.44,1.726,0.87,1.341,5.4,62.6,67.6,29.7,77.8,305,9.5,5.8,14.9,0,0,12.26
6/6/2017,6:15,22.3,1.727,0.87,1.345,5.5,63.6,67.6,29.7,77.5,308,9.5,5.5,14.8,0,0,12.31
6/6/2017,6:30,22.24,1.725,0.87,1.342,5.61,64.7,68.1,29.7,76,311,9.9,6.2,14.3,0,0,12.5
6/6/2017,6:45,22.24,1.726,0.87,1.341,5.3,61.2,69,29.7,74.3,314,9.5,5.1,13.3,0,0,12.71
6/6/2017,7:00,22.26,1.724,0.87,1.341,5.5,63.5,69,29.71,73.5,314,9.7,5.6,13.1,0,0,12.73
6/6/2017,7:15,22.29,1.726,0.87,1.34,5.99,69.2,69.2,29.71,72.7,312,9.8,5.9,17.2,0,0,12.76
6/6/2017,7:30,22.31,1.726,0.87,1.34,5.8,67,69.9,29.72,70.3,324,12,6.5,19.7,0,0,12.98
6/6/2017,7:45,22.38,1.727,0.87,1.339,5.85,67.7,70.1,29.72,69.4,325,12.3,8.2,18.6,0,0,13.49
6/6/2017,8:00,22.49,1.727,0.87,1.341,6.22,72.1,70.3,29.72,70.1,325,13.4,8.3,18.2,0,0,14.02
6/6/2017,8:15,22.6,1.727,0.87,1.338,6.36,73.9,70.1,29.73,72.2,329,12.2,9.3,14.8,0,0,14
6/6/2017,8:30,22.72,1.731,0.88,1.339,6.45,75.2,70.8,29.73,71.4,338,9.9,7.5,12.9,0,0,14
6/6/2017,8:45,22.89,1.73,0.88,1.342,6.99,81.7,70.8,29.73,72.7,343,10,7.3,15,0,0,13.99
